# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sun Nov  5 01:18:16 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.001 -1.19029 9.80000 0.9567417502 2.4633872853    0.955  0.693  3.8306  4.000    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1  -6.3e-13      0.00 8.162e-01 1.830e-01 1.392e-04 3.824e-05 3.490e-04 -1.000 8.000e-04 3.038 2.987 3.173 2.657
0.001 -1.19029 9.80000 0.9579859376 2.4636751832    0.956  0.703  3.8290  3.983    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -6.57e-13      0.00 8.160e-01 1.832e-01 1.393e-04 3.828e-05 3.494e-04 -1.000 8.000e-04 3.011 2.959 3.148 2.626
0.001 -1.19029 9.80000 0.9629697800 2.4648198440    0.961  0.748  3.8212  3.910    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -7.89e-13      0.00 8.150e-01 1.842e-01 1.399e-04 3.843e-05 3.507e-04 -1.000 8.000e-04 2.901 2.846 3.046 2.497
0.001 -1.19029 9.80000 0.9664298892 2.4656065623    0.965  0.782  3.8118  3.840    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -9.23e-13      0.00 8.143e-01 1.849e-01 1.403e-04 3.853e-05 3.516e-04 -1.000 8.000e-04 2.816 2.759 2.973 2.390
0.001 -1.19029 9.80000 0.9688950777 2.4661631271    0.967  0.808  3.8015  3.773    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-12      0.00 8.138e-01 1.854e-01 1.406e-04 3.861e-05 3.523e-04 -1.000 8.000e-04 2.750 2.692 2.922 2.301
0.001 -1.19029 9.80000 0.9707233906 2.4665738058    0.969  0.827  3.7900  3.709    2  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-12      0.00 8.133e-01 1.859e-01 1.409e-04 3.870e-05 3.531e-04 -1.000 8.000e-04 2.702 2.645 2.895 2.229
0.001 -1.19029 9.80000 0.9721653461 2.4668964476    0.970  0.838  3.7786  3.653    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-12      0.00 8.055e-01 1.937e-01 1.453e-04 3.987e-05 3.636e-04 -1.000 8.377e-04 2.675 2.619 2.889 2.178
0.001 -1.19029 9.80000 0.9733994007 2.4671716982    0.972  0.842  3.7679  3.607    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-12      0.00 7.859e-01 2.132e-01 1.562e-04 4.279e-05 3.896e-04 -1.000 8.913e-04 2.664 2.611 2.900 2.147
0.001 -1.19029 9.80000 0.9745698571 2.4674320229    0.973  0.849  3.7578  3.561    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-12      0.00 7.705e-01 2.286e-01 1.650e-04 4.512e-05 4.103e-04 -1.000 9.117e-04 2.648 2.598 2.906 2.113
0.001 -1.19029 9.80000 0.9757093191 2.4676847641    0.974  0.868  3.7492  3.507    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-12      0.00 7.632e-01 2.359e-01 1.690e-04 4.619e-05 4.198e-04 -1.000 9.548e-04 2.600 2.554 2.879 2.051
